gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,early_tenure_flag,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,num_services,charge_per_service,churn_probability,predicted_churn,actual_churn,risk_tier
1,0,1,1,1.5270719577121736,1,1,1.3645080976998696,2.3057089576019534,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,2,0.3318851958904337,1.218506364310079,0.5459143,1,0,High
0,1,1,0,1.6084834273893616,1,1,1.6565231720425082,2.6408995371514496,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,2,0.3318851958904337,1.5089394076429137,0.072052784,0,0,Low
1,0,0,0,0.6722515261016999,0,1,-1.1524627419466231,-0.3713180960732669,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,-3.0130901058031325,-0.2881150479790013,0.36218873,0,0,Medium
0,1,0,0,-0.8745663977648716,1,1,0.659358060224748,-0.6110063459474814,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.3318851958904337,0.5171765721711314,0.82043135,1,1,Critical
0,0,0,1,-0.5489205190561197,1,0,-0.5352490620860464,-0.5904710414273655,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0.3318851958904337,-0.6709586050995563,0.3003561,0,0,Medium
1,0,1,1,1.6084834273893616,1,1,0.6494030008721581,1.6812250816825351,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,2,0.3318851958904337,0.5072754456938758,0.079477005,0,0,Low
0,0,1,1,-0.9966836022806536,1,0,-1.5075265255223318,-0.9390007931437748,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.3318851958904337,-1.6379686243781992,0.057837885,0,0,Low
1,0,0,1,-0.7117434584104956,1,1,0.8650959535116071,-0.381432172337982,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,0.3318851958904337,0.7217998527010834,0.8106211,1,0,Critical
0,0,1,0,1.4049547531963915,1,1,1.352893861788515,1.9822779114101297,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,2,0.3318851958904337,1.2069550500866142,0.45299375,0,0,Medium
0,0,1,0,-0.2639803751859618,0,0,-0.9799083798350644,-0.5795232669022184,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1,-3.0130901058031325,0.0551240032325306,0.14980517,0,0,Low
1,1,0,0,-1.2409180113122174,1,1,0.3291819250305144,-0.9402952193902352,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,0.1887892106754829,0.85593104,1,1,Critical
0,0,1,0,-0.4675090493789317,0,0,-1.208874744944633,-0.732770170826373,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-3.0130901058031325,-0.4003278147212328,0.4716005,0,0,Medium
0,0,1,0,0.6722515261016999,1,1,-1.4892755833759168,-0.6038760318779968,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,2,0.3318851958904337,-1.6198165591698972,0.09977357,0,0,Low
1,0,1,1,-0.4675090493789317,1,0,-1.497571466169742,-0.8553018756819782,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1,0.3318851958904337,-1.6280674979009435,0.08416772,0,0,Low
0,0,1,0,0.7536629957788878,1,0,0.1400357973313056,0.5924809718419956,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0.3318851958904337,0.0006678076076244,0.4317262,0,0,Medium
1,1,1,0,-0.6710377235719016,1,1,-0.3444437578280723,-0.6468773105739657,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.3318851958904337,-0.4811870142854881,0.4362834,0,0,Medium
0,0,0,0,-0.4268033145403377,1,0,0.8070247739548323,-0.1717789992672274,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,0.3318851958904337,0.6640432815837582,0.73549646,1,1,High
1,0,1,0,-0.7931549280876836,1,1,1.2384106792337304,-0.4126080993925594,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1,0.3318851958904337,1.093092095598173,0.80165946,1,1,Critical
0,0,0,1,0.428017117070136,1,1,-1.3216987509406526,-0.5393521744061371,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,2,0.3318851958904337,-1.453147596802759,0.08632793,0,0,Low
0,0,0,0,-1.2002122764736234,1,1,0.8136614801898924,-0.90341504108007,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.3318851958904337,0.6706440325685955,0.88595575,1,1,Critical
1,1,0,0,0.8757802002946699,1,1,0.8335715988950722,1.155095661066193,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,0.3318851958904337,0.6904462855231067,0.68747634,1,0,High
1,0,0,1,-1.281623746150811,0,0,-1.3515639289984225,-0.9983030667739812,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,-3.0130901058031325,-0.6841601070692306,0.6936006,1,0,High
1,0,1,1,1.4863662228735797,1,1,-1.472683817788267,-0.3932575239793734,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,2,0.3318851958904337,-1.6033146817078043,0.064353146,0,0,Low
1,0,0,0,1.2014260790034217,1,0,-1.3781107539386623,-0.3816076877612308,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,0.3318851958904337,-1.509253980173875,0.041136477,0,0,Low
0,0,0,0,-1.2409180113122174,1,1,0.8451858348064274,-0.935117514404394,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.3318851958904337,0.701997599746572,0.89842457,1,1,Critical
0,1,1,1,1.2014260790034217,1,1,1.034331962505636,1.6323001574519176,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2,0.3318851958904337,0.8901190028144306,0.508197,1,0,High
1,1,0,0,-1.2409180113122174,1,0,-0.6630056571109506,-0.971558904156437,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.7980230615576713,0.6848282,1,1,High
1,0,1,1,1.4863662228735797,1,0,-1.494253113052212,-0.4136173130762403,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,0.3318851958904337,-1.624767122408525,0.032456685,0,0,Low
0,0,0,0,-1.281623746150811,1,1,0.3175676891191596,-0.9762320023004376,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3318851958904337,0.1772378964520181,0.92232686,1,1,Critical
1,0,0,0,-0.0604517009929918,1,1,-0.3212152860053623,-0.2561141601383011,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0.3318851958904337,-0.458084385838558,0.36492002,0,1,Medium
1,1,0,0,1.4863662228735797,1,0,-1.480979700582092,-0.4137928284994892,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,2,0.3318851958904337,-1.6115656204388509,0.04912052,0,0,Low
1,0,1,0,-1.2409180113122174,1,1,0.8800285425404921,-0.9336914515904972,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0.3318851958904337,0.7366515424169671,0.91160613,1,0,Critical
0,0,0,0,0.0209597686841961,1,1,0.1815152113004305,0.0468473998171247,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.3318851958904337,0.0419225012628566,0.5895645,1,0,High
0,0,1,0,-1.2002122764736234,1,1,-1.5042081724048018,-0.9846786820442888,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.3318851958904337,-1.6346682488857809,0.41212207,0,0,Medium
1,0,0,0,0.46872285190873,1,0,0.0155975554239312,0.2085190440572242,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,2,0.3318851958904337,-0.1230962733580722,0.17407283,0,0,Low
1,0,0,0,-0.9152721326034656,1,1,1.498901398959834,-0.5511336471917164,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.3318851958904337,1.3521715717530314,0.8265073,1,1,Critical
0,0,0,0,-0.9966836022806536,1,1,0.3424553375006345,-0.7558723884115032,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3318851958904337,0.2019907126451574,0.8593809,1,0,Critical
1,0,0,0,-0.9966836022806536,1,1,0.057076969393056,-0.780334850526812,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0.3318851958904337,-0.0818415797028399,0.6109297,1,0,High
0,0,1,1,1.4863662228735797,1,1,-1.4793205240233267,-0.375903436505643,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,2,0.3318851958904337,-1.6099154326926413,0.06514073,0,0,Low
0,0,0,0,-0.3860975797017437,1,0,0.3540695734119893,-0.2372681915669556,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.3318851958904337,0.2135420268686222,0.5355737,1,1,High
1,0,0,0,1.3642490183577978,1,0,-1.3216987509406526,-0.2639904147565934,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,2,0.3318851958904337,-1.453147596802759,0.037793968,0,0,Low
0,0,1,1,-1.281623746150811,1,1,1.2450473854687905,-0.9639678621009242,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0.3318851958904337,1.0996928465830105,0.9015198,1,1,Critical
0,0,0,0,-1.2002122764736234,1,0,-1.4925939364934466,-0.9834720135094528,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.3318851958904337,-1.6231169346623155,0.38092643,0,0,Medium
0,0,0,1,-1.1188008067964357,1,1,-0.4622452935003867,-0.8830771914111092,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.5983503442663475,0.60365576,1,0,High
0,0,0,1,-1.281623746150811,1,0,-0.4556085872653266,-0.9864557757046836,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.5917495932815102,0.65668505,1,0,High
0,0,0,0,-0.9559778674420596,1,1,0.4220958123213543,-0.695560901097616,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.3318851958904337,0.2811997244632034,0.798122,1,1,Critical
1,0,1,1,0.143076973199978,1,1,-0.0408144475740785,-0.0486329904302511,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,1,0.3318851958904337,-0.1792026567291881,0.21924847,0,0,Low
1,0,1,1,1.4456604880349857,1,1,0.6825865320474579,1.4906811503179995,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,0.3318851958904337,0.5402792006180616,0.16694863,0,0,Low
0,0,1,1,0.1023712383613841,0,0,-0.7973989583709151,-0.401813900862755,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,1,-3.0130901058031325,0.4181653073985741,0.17009656,0,0,Low
1,0,1,1,1.1200146093262338,1,0,-1.472683817788267,-0.4801595979154616,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,2,0.3318851958904337,-1.6033146817078043,0.03188933,0,0,Low
0,0,1,1,1.6084834273893616,1,0,0.3192268656779245,1.3739853332854182,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,2,0.3318851958904337,0.1788880841982273,0.02963976,0,0,Low
1,0,0,0,0.5094285867473239,1,1,-1.477661347464562,-0.600650935975799,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,2,0.3318851958904337,-1.608265244946432,0.11883077,0,1,Low
1,0,1,1,0.183782708038572,1,0,0.8717326597466671,0.4160660320489926,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,2,0.3318851958904337,0.7284006036859206,0.38919833,0,0,Medium
0,0,1,1,-1.0373893371192475,1,0,-0.4722003528529765,-0.8551921785424477,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.6082514707436031,0.41058943,0,0,Medium
0,0,0,0,-1.1595065416350294,1,0,-0.4722003528529765,-0.942533041036658,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.3318851958904337,-0.6082514707436031,0.57022,1,1,High
0,0,0,0,-1.281623746150811,1,1,-0.3328295219167173,-0.9848322580396316,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3318851958904337,-0.469635700062023,0.7655282,1,1,Critical
0,0,0,0,-1.1595065416350294,1,1,-0.1503201004525682,-0.8895054437875983,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.2881150479790013,0.4925947,0,1,Medium
1,0,1,0,-0.5896262538947137,1,1,-0.5103614137045716,-0.6235118198539621,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0.3318851958904337,-0.6462057889064169,0.4122565,0,1,Medium
0,0,0,0,-0.8338606629262776,1,0,0.3026351000902746,-0.6260129146352582,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,0,0.3318851958904337,0.1623862067361344,0.44267172,0,1,Medium
0,0,1,1,-1.281623746150811,1,1,0.5017362871420736,-0.9737967258028598,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0.3318851958904337,0.360408736281249,0.8896977,1,1,Critical
1,0,1,1,1.6084834273893616,1,0,-1.3250171040581826,-0.2459123261619615,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,0.3318851958904337,-1.4564479722951775,0.027223997,0,0,Low
1,0,1,0,0.387311382231542,1,0,-1.4826388771408567,-0.6423139095694954,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,2,0.3318851958904337,-1.6132158081850598,0.066899695,0,0,Low
1,1,0,0,-0.3453918448631497,1,1,0.3706613389996392,-0.2574085863847614,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.3318851958904337,0.2300439043307151,0.73811734,1,1,High
1,0,1,1,-0.2639803751859618,1,0,0.465234402849244,-0.1163161255205899,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1,0.3318851958904337,0.3241046058646449,0.36250803,0,0,Medium
0,0,1,1,1.4456604880349857,1,1,0.2677923923562099,1.2565435757040295,0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,2,0.3318851958904337,0.1277322640657394,0.14219151,0,0,Low
0,0,0,0,-0.6303319887333076,1,0,-1.494253113052212,-0.8671272273233697,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1,0.3318851958904337,-1.624767122408525,0.10595777,0,0,Low
1,0,1,1,1.0793088744876398,1,1,1.5320849301351338,1.8674250063216615,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,2,0.3318851958904337,1.385175326677217,0.20056356,0,0,Low
1,0,1,1,-0.7931549280876836,1,1,0.3142493360016298,-0.6154381103845149,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.3318851958904337,0.1739375209595997,0.70296645,1,1,High
0,0,0,0,-1.2409180113122174,1,1,-1.4760021709057969,-0.990295175588252,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.3318851958904337,-1.606615057200223,0.3918272,0,0,Medium
0,0,1,0,1.4049547531963915,1,0,-1.5025489958460367,-0.4230512670758661,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,2,0.3318851958904337,-1.6330180611395717,0.034835808,0,0,Low
0,0,0,0,-0.6303319887333076,1,0,-1.4892755833759168,-0.8606550960910682,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,0.3318851958904337,-1.6198165591698972,0.10595777,0,0,Low
1,0,1,0,1.5677776925507676,1,1,0.5033954637008385,1.4418878626548182,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,2,0.3318851958904337,0.3620589240274582,0.04133011,0,0,Low
0,0,1,1,-0.6303319887333076,1,0,1.1172907904438856,-0.2608091977102079,0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,1,0.3318851958904337,0.972628390124895,0.4943886,0,1,Medium
1,0,0,0,-1.281623746150811,1,1,0.8169798333074222,-0.9696282345006996,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,0.3318851958904337,0.6739444080610139,0.9288182,1,1,Critical
0,0,1,1,-1.0780950719578417,1,0,-1.5008898192872715,-0.9674781705659012,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.3318851958904337,-1.631367873393362,0.117185675,0,0,Low
1,0,1,0,1.1607203441648275,1,1,1.6316355236610331,2.120584064930225,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,2,0.3318851958904337,1.4841865914497745,0.62234616,1,0,High
0,0,0,0,-1.0780950719578417,1,1,0.2959983938552145,-0.8328359015061251,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,0.1557854557512971,0.8115748,1,0,Critical
0,1,0,0,-1.281623746150811,0,0,-1.3233579274994176,-0.9979300964995772,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,-3.0130901058031325,-0.6280537236981146,0.7406176,1,1,High
0,0,1,1,-0.4675090493789317,1,1,1.2566616213801451,-0.0830120739591201,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1,0.3318851958904337,1.1112441608064754,0.7404038,1,1,High
0,0,1,0,1.1200146093262338,1,1,1.522129870782544,1.904941428041104,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,2,0.3318851958904337,1.3752742001999614,0.24918507,0,0,Low
0,1,0,0,-0.5082147842175256,1,1,0.6925415914000478,-0.2509145157245538,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.3318851958904337,0.5501803270953173,0.70255804,1,1,High
1,0,1,0,-0.4268033145403377,1,0,1.0276952562705766,-0.0282512619054781,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,0.3318851958904337,0.8835182518295938,0.6181659,1,0,High
0,0,0,0,0.305899912554354,1,1,-1.4710246412295018,-0.6459119757460969,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,0.3318851958904337,-1.601664493961595,0.04762778,0,0,Low
1,0,0,0,-0.3860975797017437,1,1,0.3325002781480446,-0.2583958606405362,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.3318851958904337,0.1920895861679018,0.7417845,1,1,High
0,0,0,1,-1.281623746150811,1,0,-0.6298221259356508,-0.9887594156348246,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3318851958904337,-0.7650193066334855,0.71031547,1,1,High
1,0,0,0,0.5501343215859179,0,0,-0.8853353159854597,-0.2386942543808525,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,2,-3.0130901058031325,0.2432454063003896,0.06483176,0,0,Low
0,0,1,1,-1.1188008067964357,1,0,0.1665826222715454,-0.8683338958582055,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.3318851958904337,0.0270708115469729,0.7638214,1,0,Critical
1,1,0,0,1.4456604880349857,1,1,-1.4909347599346818,-0.3963729227420405,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,2,0.3318851958904337,-1.6214667469161064,0.052205734,0,0,Low
0,1,0,0,-1.281623746150811,0,1,-1.3183803978231226,-0.9978642782158588,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,-3.0130901058031325,-0.618152597220859,0.8671503,1,1,Critical
0,0,1,0,-1.2409180113122174,1,0,-1.4876164068171518,-0.9899880235975664,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0.3318851958904337,-1.6181663714236878,0.3790051,0,0,Medium
0,1,0,0,-0.7524491932490895,1,1,1.3246878602895098,-0.3369609519723039,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1,0.3318851958904337,1.178901858401056,0.8653767,1,1,Critical
1,0,0,0,-0.9152721326034656,1,1,0.1682417988303103,-0.684218216870159,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3318851958904337,0.0287209992931821,0.8158029,1,1,Critical
1,0,0,1,-0.7931549280876836,1,1,0.443665107585299,-0.5552363202101583,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0.3318851958904337,0.3026521651639239,0.69688535,1,0,High
0,0,0,0,0.0616655035227901,1,1,1.488946339607244,0.5651225052430807,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,1,0.3318851958904337,1.3422704452757757,0.6273327,1,1,High
1,0,1,1,-0.5896262538947137,1,0,-0.2482115174197025,-0.5741481070652223,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.3318851958904337,-0.3854761250053491,0.46850562,0,1,Medium
1,0,1,1,1.5677776925507676,1,0,-1.5008898192872715,-0.4380139569078309,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,2,0.3318851958904337,-1.631367873393362,0.031048378,0,0,Low
0,0,1,0,1.5270719577121736,1,1,1.512174811429954,2.392589092110136,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,2,0.3318851958904337,1.365373073722706,0.2553656,0,0,Low
0,0,1,0,0.7943687306174818,1,1,-0.0209043288688988,0.487610506450806,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,2,0.3318851958904337,-0.1594004037746768,0.14653085,0,0,Low
1,0,1,1,1.4456604880349857,1,1,1.3379612727596295,2.1385743958132326,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,2,0.3318851958904337,1.1921033603707305,0.2285333,0,0,Low
1,0,1,1,0.224488442877166,1,0,-1.5042081724048018,-0.6941787171395314,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,2,0.3318851958904337,-1.6346682488857809,0.1855933,0,0,Low
0,0,1,1,1.0386031396490458,1,1,-1.3416088696458326,-0.3516603686693953,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,2,0.3318851958904337,-1.4729498497572704,0.09293849,0,0,Low
1,0,0,0,-1.2002122764736234,1,0,0.8551408941590172,-0.904643649042812,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.3318851958904337,0.7118987262238277,0.82605803,1,0,Critical
